"id_che300","id_autohome","match_type_ah","is_only_ah"
"10272",19090,1,1
"10273",19091,1,1
"10274",19092,1,1
"10275",19093,1,1
"10276",19104,1,1
"10277",19105,1,1
"10278",19106,1,1
"10279",19107,1,1
"10280",19108,1,1
"10282",19109,1,1
"10283",19111,1,1
"10284",19113,1,1
"10285",19110,1,1
"10286",19112,1,1
"10287",19114,1,1
"10290",NA,NA,NA
"10291",NA,NA,NA
"10292",19097,1,1
"10293",19098,1,1
"10294",19099,1,1
"10295",19100,2,0
"10296",19101,1,1
"10297",19102,1,1
"10298",19103,1,1
"10299",NA,NA,NA
"10300",5929,2,0
"10301",NA,NA,NA
"10303",13717,1,1
"10304",16229,1,1
"10305",13718,1,1
"10306",13719,1,1
"10307",13720,1,1
"10308",13721,1,1
"10309",13722,1,1
"10310",13043,1,1
"10311",11015,1,1
"10312",10001,1,1
"10313",NA,NA,NA
"10314",9130,1,1
"10315",NA,NA,NA
"10316",NA,NA,NA
"10317",NA,NA,NA
"10318",4909,1,1
"10319",5358,1,1
"10320",3763,1,1
"10321",NA,NA,NA
"10322",NA,NA,NA
"10323",17427,1,1
"10324",17318,1,1
"10325",13708,1,1
"10326",13709,1,1
"10327",16230,1,1
"10328",13710,1,1
"10329",13711,1,1
"10330",13726,1,1
"10331",13712,1,1
"10332",13713,1,1
"10333",6684,1,1
"10334",NA,NA,NA
"10335",9382,1,1
"10336",5650,1,1
"10337",3300,1,1
"10338",3301,1,1
"10339",1785,1,1
"10340",11016,1,1
"10341",11017,1,1
"10342",10005,1,1
"10343",11018,1,1
"10344",14469,1,1
"10345",14470,1,1
"10346",13957,1,1
"10347",15765,1,1
"10348",NA,NA,NA
"10349",NA,NA,NA
"10350",NA,NA,NA
"10351",NA,NA,NA
"10352",NA,NA,NA
"10353",NA,NA,NA
"10354",NA,NA,NA
"10355",NA,NA,NA
"10356",NA,NA,NA
"10357",NA,NA,NA
"10358",NA,NA,NA
"10359",NA,NA,NA
"10360",NA,NA,NA
"10361",2101,1,1
"10362",NA,NA,NA
"10363",976,1,1
"10366",14594,1,1
"10367",14602,1,1
"10368",14603,1,1
"10369",16719,1,1
"10370",14604,1,1
"10371",14605,1,1
"10372",16720,1,1
"10373",16721,1,1
"10374",14606,1,1
"10375",NA,NA,NA
"10376",NA,NA,NA
"10378",NA,NA,NA
"10379",NA,NA,NA
"10380",NA,NA,NA
"10381",13104,1,1
"10382",13105,1,1
"10383",14562,1,1
"10384",14563,1,1
"10385",13102,1,1
"10386",13103,1,1
"10388",12321,1,1
"10389",8927,1,1
"10390",10519,1,1
"10391",8928,1,1
"10392",10520,1,1
"10393",8929,1,1
"10394",12322,1,1
"10395",10521,1,1
"10396",8930,1,1
"10397",8931,1,1
"10398",8932,1,1
"10399",7091,1,1
"10400",NA,NA,NA
"10401",7092,1,1
"10402",7093,1,1
"10407",15434,2,0
"10408",14898,2,0
"10409",15435,2,0
"10412",7388,1,1
"10413",NA,NA,NA
"10414",7390,1,1
"10415",NA,NA,NA
"10416",5266,2,1
"10417",5571,2,1
"10418",NA,NA,NA
"10419",NA,NA,NA
"10420",NA,NA,NA
"10421",NA,NA,NA
"10422",NA,NA,NA
"10423",7854,1,1
"10424",7855,1,1
"10425",7856,1,1
"10426",7857,1,1
"10427",7816,1,1
"10428",7859,1,1
"10429",NA,NA,NA
"10430",7817,1,1
"10431",7860,1,1
"10432",7862,1,1
"10433",7879,1,1
"10434",7880,1,1
"10435",7881,1,1
"10440",4289,1,1
"10441",4296,1,1
"10442",4297,1,1
"10443",3885,1,1
"10444",4143,1,1
"10445",4144,1,1
"10446",13098,1,1
"10447",13099,1,1
"10448",13100,1,1
"10449",13101,1,1
"10451",8758,1,1
"10452",9087,1,1
"10453",7575,1,1
"10454",NA,NA,NA
"10455",5366,1,1
"10456",NA,NA,NA
"10457",5513,1,1
"10458",5511,2,1
"10459",5511,2,0
"10461",12327,1,1
"10462",7284,1,1
"10463",3366,1,1
"10464",NA,NA,NA
"10465",2726,1,1
"10466",2952,1,1
"10467",3365,1,1
"10468",4158,1,1
"10469",2727,1,1
"10470",2728,1,1
"10471",2333,1,1
"10472",2103,1,1
"10473",2303,1,1
"10474",2332,1,1
"10475",NA,NA,NA
"10476",16841,1,1
"10477",16842,1,1
"10478",16844,1,1
"10479",16845,1,1
"10480",16292,1,1
"10481",16293,2,1
"10482",16295,1,1
"10483",16835,1,1
"10484",16294,1,1
"10485",16853,1,1
"10486",16836,1,1
"10487",16837,1,1
"10488",16854,1,1
"10489",16855,1,1
"10490",16838,1,1
"10491",16856,1,1
"10492",16293,2,0
"10493",16839,1,1
"10494",16857,1,1
"10495",16840,1,1
"10497",16852,1,1
"10498",12323,1,1
"10499",12325,1,1
"10500",11593,1,1
"10501",12324,1,1
"10502",12326,1,1
"10503",11594,1,1
"10504",11595,1,1
"10505",9067,2,1
"10506",9067,2,0
"10507",NA,NA,NA
"10508",NA,NA,NA
"10509",8888,2,1
"10510",8888,2,0
"10511",NA,NA,NA
"10512",11123,2,1
"10513",11123,2,0
"10514",NA,NA,NA
"10515",NA,NA,NA
"10516",NA,NA,NA
"10517",1002714,1,1
"10518",NA,NA,NA
"10519",NA,NA,NA
"10520",1002074,1,1
"10521",NA,NA,NA
"10522",NA,NA,NA
"10523",NA,NA,NA
"10524",NA,NA,NA
"10525",NA,NA,NA
"10526",NA,NA,NA
"10527",NA,NA,NA
"10528",NA,NA,NA
"10529",NA,NA,NA
"10530",NA,NA,NA
"10531",NA,NA,NA
"10532",NA,NA,NA
"10533",NA,NA,NA
"10534",NA,NA,NA
"10535",NA,NA,NA
"10536",NA,NA,NA
"10537",NA,NA,NA
"10538",NA,NA,NA
"10539",NA,NA,NA
"10540",1002717,1,1
"10541",NA,NA,NA
"10542",NA,NA,NA
"10543",NA,NA,NA
"10544",1002716,1,1
"10545",NA,NA,NA
"10546",NA,NA,NA
"10547",NA,NA,NA
"10548",NA,NA,NA
"10549",1001805,1,1
"10550",1002725,1,1
"10551",1001802,1,1
"10552",NA,NA,NA
"10553",NA,NA,NA
"10554",NA,NA,NA
"10555",NA,NA,NA
"10556",1002080,1,1
"10557",1002078,1,1
"10558",1002081,1,1
"10559",1002079,1,1
"10566",NA,NA,NA
"10567",NA,NA,NA
"10568",NA,NA,NA
"10569",NA,NA,NA
"10570",NA,NA,NA
"10571",NA,NA,NA
"10572",NA,NA,NA
"10573",NA,NA,NA
"10574",NA,NA,NA
"10575",NA,NA,NA
"10576",NA,NA,NA
"10577",NA,NA,NA
"10578",NA,NA,NA
"10579",NA,NA,NA
"10580",NA,NA,NA
"10581",NA,NA,NA
"10582",NA,NA,NA
"10583",NA,NA,NA
"10584",NA,NA,NA
"10585",NA,NA,NA
"10586",NA,NA,NA
"10587",NA,NA,NA
"10588",NA,NA,NA
"10589",NA,NA,NA
"10590",NA,NA,NA
"10591",NA,NA,NA
"10592",NA,NA,NA
"10593",NA,NA,NA
"10602",NA,NA,NA
"10603",NA,NA,NA
"10604",NA,NA,NA
"10605",NA,NA,NA
"10606",NA,NA,NA
"10607",NA,NA,NA
"10608",NA,NA,NA
"10609",NA,NA,NA
"10610",NA,NA,NA
"10611",NA,NA,NA
"10612",NA,NA,NA
"10613",NA,NA,NA
"10614",NA,NA,NA
"10615",NA,NA,NA
"10616",NA,NA,NA
"10617",NA,NA,NA
"10618",NA,NA,NA
"10619",NA,NA,NA
"10620",NA,NA,NA
"10621",NA,NA,NA
"10622",NA,NA,NA
"10623",NA,NA,NA
"10624",NA,NA,NA
"10625",NA,NA,NA
"10626",NA,NA,NA
"10627",NA,NA,NA
"10628",NA,NA,NA
"10629",NA,NA,NA
"10630",NA,NA,NA
"10631",NA,NA,NA
"10632",NA,NA,NA
"10633",NA,NA,NA
"10634",NA,NA,NA
"10635",NA,NA,NA
"10636",NA,NA,NA
"10637",NA,NA,NA
"10638",NA,NA,NA
"10639",NA,NA,NA
"10640",NA,NA,NA
"10641",NA,NA,NA
"10642",NA,NA,NA
"10643",NA,NA,NA
"10644",NA,NA,NA
"10645",NA,NA,NA
"10646",NA,NA,NA
"10647",NA,NA,NA
"10649",NA,NA,NA
"10650",NA,NA,NA
"10678",NA,NA,NA
"10679",NA,NA,NA
"10680",NA,NA,NA
"10681",NA,NA,NA
"10682",NA,NA,NA
"10683",NA,NA,NA
"10684",NA,NA,NA
"10685",NA,NA,NA
"10686",NA,NA,NA
"10687",NA,NA,NA
"10688",NA,NA,NA
"10689",NA,NA,NA
"10690",NA,NA,NA
"10691",NA,NA,NA
"10692",NA,NA,NA
"10693",NA,NA,NA
"10694",NA,NA,NA
"10695",NA,NA,NA
"10696",NA,NA,NA
"10697",NA,NA,NA
"10698",NA,NA,NA
"10699",NA,NA,NA
"10700",NA,NA,NA
"10701",NA,NA,NA
"10702",NA,NA,NA
"10703",NA,NA,NA
"10704",NA,NA,NA
"10705",NA,NA,NA
"10706",NA,NA,NA
"10707",NA,NA,NA
"10708",NA,NA,NA
"10714",NA,NA,NA
"10715",NA,NA,NA
"10716",NA,NA,NA
"10721",NA,NA,NA
"10722",NA,NA,NA
"10723",NA,NA,NA
"10724",NA,NA,NA
"10725",NA,NA,NA
"10726",NA,NA,NA
"10727",NA,NA,NA
"10728",NA,NA,NA
"10729",NA,NA,NA
"10730",NA,NA,NA
"10731",NA,NA,NA
"10732",NA,NA,NA
"10733",NA,NA,NA
"10738",NA,NA,NA
"10739",NA,NA,NA
"10740",NA,NA,NA
"10741",NA,NA,NA
"10742",NA,NA,NA
"10743",NA,NA,NA
"10744",NA,NA,NA
"10745",1002713,1,1
"10746",NA,NA,NA
"10747",NA,NA,NA
"10748",NA,NA,NA
"10749",NA,NA,NA
"10750",1002710,1,1
"10751",NA,NA,NA
"10752",NA,NA,NA
"10753",NA,NA,NA
"10754",1002709,1,1
"10755",1002570,1,1
"10756",NA,NA,NA
"10757",1002136,1,1
"10758",NA,NA,NA
"10779",NA,NA,NA
"10780",NA,NA,NA
"10781",NA,NA,NA
"10782",NA,NA,NA
"10783",NA,NA,NA
"10784",NA,NA,NA
"10785",NA,NA,NA
"10786",NA,NA,NA
"10787",NA,NA,NA
"10788",NA,NA,NA
"10789",NA,NA,NA
"10790",NA,NA,NA
"10791",NA,NA,NA
"10792",NA,NA,NA
"10793",NA,NA,NA
"10794",NA,NA,NA
"10795",NA,NA,NA
"10796",NA,NA,NA
"10797",NA,NA,NA
"10798",NA,NA,NA
"10799",NA,NA,NA
"10800",NA,NA,NA
"10801",NA,NA,NA
"10802",NA,NA,NA
"10803",NA,NA,NA
"10804",NA,NA,NA
"10805",NA,NA,NA
"10806",NA,NA,NA
"10807",NA,NA,NA
"10808",NA,NA,NA
"10809",NA,NA,NA
"10810",NA,NA,NA
"10811",NA,NA,NA
"10812",NA,NA,NA
"10813",NA,NA,NA
"10814",NA,NA,NA
"10815",NA,NA,NA
"10816",NA,NA,NA
"10817",NA,NA,NA
"10818",NA,NA,NA
"10819",NA,NA,NA
"10820",NA,NA,NA
"10821",NA,NA,NA
"10822",NA,NA,NA
"10823",NA,NA,NA
"10824",NA,NA,NA
"10825",NA,NA,NA
"10826",NA,NA,NA
"10827",NA,NA,NA
"10828",NA,NA,NA
"10830",NA,NA,NA
"10831",NA,NA,NA
"10832",NA,NA,NA
"10833",NA,NA,NA
"10834",NA,NA,NA
"10835",NA,NA,NA
"10836",1000345,1,1
"10839",1000350,1,1
"10840",1000351,1,1
"10845",NA,NA,NA
"10846",NA,NA,NA
"10847",NA,NA,NA
"10848",NA,NA,NA
"10852",NA,NA,NA
"10853",NA,NA,NA
"10854",1001173,1,1
"10855",1001177,1,1
"10856",1001175,1,1
"10857",1001179,1,1
"10858",1001181,1,1
"10859",1001183,1,1
"10860",12060,1,1
"10861",12057,1,1
"10865",12059,1,1
"10866",12058,1,1
"10869",NA,NA,NA
"10870",NA,NA,NA
"10871",NA,NA,NA
"10873",NA,NA,NA
"10874",NA,NA,NA
"10875",NA,NA,NA
"10876",NA,NA,NA
"10877",NA,NA,NA
"10878",NA,NA,NA
"10954",12852,1,1
"10955",12853,1,1
"10956",14288,1,1
"10957",9919,1,1
"10958",NA,NA,NA
"10959",NA,NA,NA
"10960",NA,NA,NA
"10961",NA,NA,NA
"10962",NA,NA,NA
"10963",NA,NA,NA
"10964",NA,NA,NA
"10965",NA,NA,NA
"10966",NA,NA,NA
"10967",NA,NA,NA
"10968",NA,NA,NA
"10969",NA,NA,NA
"10970",NA,NA,NA
"10971",NA,NA,NA
"10972",NA,NA,NA
"10973",NA,NA,NA
"10974",NA,NA,NA
"10975",NA,NA,NA
"10976",NA,NA,NA
"10977",NA,NA,NA
"10978",NA,NA,NA
"10979",NA,NA,NA
"10980",NA,NA,NA
"10981",NA,NA,NA
"10982",NA,NA,NA
"10983",NA,NA,NA
"10984",NA,NA,NA
"10985",NA,NA,NA
"10986",NA,NA,NA
"10994",NA,NA,NA
"11002",NA,NA,NA
"11003",NA,NA,NA
"11004",NA,NA,NA
"11005",NA,NA,NA
"11006",NA,NA,NA
"11007",NA,NA,NA
"11008",NA,NA,NA
"11009",NA,NA,NA
"11010",NA,NA,NA
"11011",NA,NA,NA
"11012",1001144,1,1
"11013",NA,NA,NA
"11014",NA,NA,NA
"11015",NA,NA,NA
"11016",NA,NA,NA
"11017",NA,NA,NA
"11018",NA,NA,NA
"11019",NA,NA,NA
"11020",NA,NA,NA
"11021",NA,NA,NA
"11022",NA,NA,NA
"11023",NA,NA,NA
"11024",NA,NA,NA
"11025",NA,NA,NA
"11026",NA,NA,NA
"11027",NA,NA,NA
"11028",1001151,2,1
"11029",1001151,2,0
"11036",1001161,1,1
"11037",1001150,2,1
"11038",1001150,2,0
"11039",1001150,2,0
"11040",NA,NA,NA
"11044",1001152,2,1
"11045",1001152,2,0
"11046",1001155,2,1
"11047",1001155,2,0
"11048",1001153,2,1
"11049",1001153,2,0
"11050",1001156,2,1
"11051",1001156,2,0
"11052",1001154,2,1
"11053",1001154,2,0
"11054",1001157,2,1
"11055",1001157,2,0
"11056",NA,NA,NA
"11057",NA,NA,NA
"11058",NA,NA,NA
"11064",NA,NA,NA
"11065",NA,NA,NA
"11066",NA,NA,NA
"11067",NA,NA,NA
"11068",NA,NA,NA
"11069",NA,NA,NA
"11070",NA,NA,NA
"11071",NA,NA,NA
"11072",NA,NA,NA
"11073",NA,NA,NA
"11074",NA,NA,NA
"11075",NA,NA,NA
"11076",NA,NA,NA
"11077",NA,NA,NA
"11078",NA,NA,NA
"11079",NA,NA,NA
"11080",NA,NA,NA
"11081",NA,NA,NA
"11082",NA,NA,NA
"11083",NA,NA,NA
"11084",NA,NA,NA
"11085",NA,NA,NA
"11086",NA,NA,NA
"11087",NA,NA,NA
"11088",NA,NA,NA
"11089",NA,NA,NA
"11090",NA,NA,NA
"11091",NA,NA,NA
"11092",NA,NA,NA
"11093",NA,NA,NA
"11094",NA,NA,NA
"11095",NA,NA,NA
"11096",NA,NA,NA
"11097",NA,NA,NA
"11098",NA,NA,NA
"11099",NA,NA,NA
"11100",NA,NA,NA
"11101",NA,NA,NA
"11102",NA,NA,NA
"11103",NA,NA,NA
"11104",NA,NA,NA
"11105",NA,NA,NA
"11106",NA,NA,NA
"11107",NA,NA,NA
"11108",NA,NA,NA
"11109",NA,NA,NA
"11110",NA,NA,NA
"11111",NA,NA,NA
"11112",NA,NA,NA
"11113",NA,NA,NA
"11114",NA,NA,NA
"11115",NA,NA,NA
"11116",NA,NA,NA
"11117",NA,NA,NA
"11118",NA,NA,NA
"11119",NA,NA,NA
"11120",NA,NA,NA
"11121",NA,NA,NA
"11125",NA,NA,NA
"11126",NA,NA,NA
"11127",NA,NA,NA
"11128",NA,NA,NA
"11130",NA,NA,NA
"11131",NA,NA,NA
"11132",NA,NA,NA
"11133",NA,NA,NA
"11135",NA,NA,NA
"11136",NA,NA,NA
"11137",NA,NA,NA
"11138",NA,NA,NA
"11139",NA,NA,NA
"11140",NA,NA,NA
"11141",NA,NA,NA
"11142",NA,NA,NA
"11143",NA,NA,NA
"11144",NA,NA,NA
"11145",NA,NA,NA
"11146",NA,NA,NA
"11147",NA,NA,NA
"11148",NA,NA,NA
"11149",NA,NA,NA
"11150",NA,NA,NA
"11151",NA,NA,NA
"11152",NA,NA,NA
"11153",NA,NA,NA
"11154",NA,NA,NA
"11157",NA,NA,NA
"11158",1001855,1,1
"11159",1001861,1,1
"11160",1001854,1,1
"11161",1001860,1,1
"11162",1001864,1,1
"11163",1001862,1,1
"11164",1001858,1,1
"11165",1001852,1,1
"11166",1001857,1,1
"11167",1001851,1,1
"11169",1001863,1,1
"11170",NA,NA,NA
"11171",NA,NA,NA
"11172",NA,NA,NA
"11173",NA,NA,NA
"11174",NA,NA,NA
"11175",NA,NA,NA
"11176",NA,NA,NA
"11177",NA,NA,NA
"11178",NA,NA,NA
"11179",NA,NA,NA
"11180",NA,NA,NA
"11181",NA,NA,NA
"11182",NA,NA,NA
"11183",NA,NA,NA
"11184",NA,NA,NA
"11185",NA,NA,NA
"11186",NA,NA,NA
"11187",NA,NA,NA
"11188",NA,NA,NA
"11189",NA,NA,NA
"11190",NA,NA,NA
"11191",NA,NA,NA
"11192",NA,NA,NA
"11193",NA,NA,NA
"11194",NA,NA,NA
"11195",NA,NA,NA
"11196",NA,NA,NA
"11197",NA,NA,NA
"11198",NA,NA,NA
"11199",NA,NA,NA
"11200",NA,NA,NA
"11201",NA,NA,NA
"11202",NA,NA,NA
"11203",NA,NA,NA
"11204",NA,NA,NA
"11205",NA,NA,NA
"11206",NA,NA,NA
"11207",NA,NA,NA
"11208",NA,NA,NA
"11209",NA,NA,NA
"11210",NA,NA,NA
"11211",NA,NA,NA
"11212",NA,NA,NA
"11213",NA,NA,NA
"11214",NA,NA,NA
"11215",NA,NA,NA
"11216",NA,NA,NA
"11217",NA,NA,NA
"11218",NA,NA,NA
"11219",NA,NA,NA
"11220",NA,NA,NA
"11221",NA,NA,NA
"11222",NA,NA,NA
"11223",NA,NA,NA
"11224",NA,NA,NA
"11225",NA,NA,NA
"11226",NA,NA,NA
"11227",NA,NA,NA
"11228",NA,NA,NA
"11229",NA,NA,NA
"11231",NA,NA,NA
"11232",NA,NA,NA
"11233",NA,NA,NA
"11234",NA,NA,NA
"11235",NA,NA,NA
"11236",NA,NA,NA
"11237",NA,NA,NA
"11238",NA,NA,NA
"11239",NA,NA,NA
"11240",NA,NA,NA
"11241",NA,NA,NA
"11242",NA,NA,NA
"11243",1000636,2,1
"11244",1000636,2,0
"11245",NA,NA,NA
"11246",1000653,1,1
"11247",NA,NA,NA
"11249",NA,NA,NA
"11250",NA,NA,NA
"11251",1000636,2,0
"11252",1000652,1,1
"11253",NA,NA,NA
"11254",NA,NA,NA
"11255",NA,NA,NA
"11256",NA,NA,NA
"11257",NA,NA,NA
"11258",NA,NA,NA
"11259",NA,NA,NA
"11260",NA,NA,NA
"11261",NA,NA,NA
"11262",NA,NA,NA
"11263",NA,NA,NA
"11264",NA,NA,NA
"11265",NA,NA,NA
"11266",NA,NA,NA
"11267",NA,NA,NA
"11273",NA,NA,NA
"11274",NA,NA,NA
"11275",NA,NA,NA
"11276",NA,NA,NA
"11277",NA,NA,NA
"11278",NA,NA,NA
"11279",NA,NA,NA
"11280",NA,NA,NA
"11286",1000527,1,1
"11287",1000638,1,1
"11288",1000526,1,1
"11289",1000530,1,1
"11290",NA,NA,NA
"11291",1000528,1,1
"11292",NA,NA,NA
"11293",NA,NA,NA
"11294",1000642,1,1
"11295",1000641,1,1
"11296",NA,NA,NA
"11297",1000643,1,1
"11298",1000640,1,1
"11299",NA,NA,NA
"11300",1000645,1,1
"11301",NA,NA,NA
"11302",1000647,1,1
"11303",1000646,1,1
"11304",NA,NA,NA
"11305",NA,NA,NA
"11306",NA,NA,NA
"11307",NA,NA,NA
"11308",10718,1,1
"11309",10692,1,1
"11310",10719,1,1
"11311",10720,1,1
"11312",10721,1,1
"11313",10722,1,1
"11314",10723,1,1
"11316",1001795,1,1
"11317",1001641,1,1
"11318",NA,NA,NA
"11319",NA,NA,NA
"11320",NA,NA,NA
"11321",NA,NA,NA
"11322",NA,NA,NA
"11323",1001848,1,1
"11324",1001849,1,1
"11325",1001762,1,1
"11326",NA,NA,NA
"11327",1001761,1,1
"11328",1000708,1,1
"11329",1000995,1,1
"11330",1000996,1,1
"11331",1001012,1,1
"11332",1001013,1,1
"11333",1001014,1,1
"11348",1001388,1,1
"11349",1001015,1,1
"11350",1001017,1,1
"11351",1001389,1,1
"11352",1001016,1,1
"11353",1001018,1,1
"11354",NA,NA,NA
"11355",NA,NA,NA
"11356",NA,NA,NA
"11357",NA,NA,NA
"11358",NA,NA,NA
"11359",NA,NA,NA
"11360",NA,NA,NA
"11361",NA,NA,NA
"11362",NA,NA,NA
"11375",NA,NA,NA
"11376",NA,NA,NA
"11377",NA,NA,NA
"11378",NA,NA,NA
"11381",NA,NA,NA
"11385",NA,NA,NA
"11386",NA,NA,NA
"11387",NA,NA,NA
"11388",NA,NA,NA
"11389",NA,NA,NA
"11390",NA,NA,NA
"11391",NA,NA,NA
"11392",NA,NA,NA
"11393",NA,NA,NA
"11394",NA,NA,NA
"11399",NA,NA,NA
"11400",NA,NA,NA
"11404",NA,NA,NA
"11405",NA,NA,NA
"11408",1001111,1,1
"11411",NA,NA,NA
"11412",NA,NA,NA
"11414",NA,NA,NA
"11415",NA,NA,NA
"11416",NA,NA,NA
"11417",1000832,1,1
"11418",1000982,1,1
"11419",1000828,1,1
"11420",1000979,1,1
"11421",NA,NA,NA
"11422",NA,NA,NA
"11423",1000981,1,1
"11424",NA,NA,NA
"11425",NA,NA,NA
"11426",NA,NA,NA
"11427",NA,NA,NA
"11428",NA,NA,NA
"11429",NA,NA,NA
"11430",NA,NA,NA
"11431",NA,NA,NA
"11432",NA,NA,NA
"11433",NA,NA,NA
"11434",NA,NA,NA
"11435",NA,NA,NA
"11436",NA,NA,NA
"11437",NA,NA,NA
"11438",NA,NA,NA
"11445",NA,NA,NA
"11446",NA,NA,NA
"11447",NA,NA,NA
"11448",NA,NA,NA
"11478",NA,NA,NA
"11482",NA,NA,NA
"11487",NA,NA,NA
"11488",NA,NA,NA
"11508",NA,NA,NA
"11510",NA,NA,NA
"11511",NA,NA,NA
"11512",NA,NA,NA
"11513",NA,NA,NA
"11514",NA,NA,NA
"11515",NA,NA,NA
"11516",NA,NA,NA
"11517",NA,NA,NA
"11518",NA,NA,NA
"11519",NA,NA,NA
"11520",NA,NA,NA
"11521",NA,NA,NA
"11523",NA,NA,NA
"11529",NA,NA,NA
"11530",NA,NA,NA
"11532",NA,NA,NA
"11534",NA,NA,NA
"11535",NA,NA,NA
"11536",NA,NA,NA
"11537",NA,NA,NA
"11538",NA,NA,NA
"11539",NA,NA,NA
"11540",NA,NA,NA
"11541",NA,NA,NA
"11544",NA,NA,NA
"11545",NA,NA,NA
"11551",NA,NA,NA
"11552",NA,NA,NA
"11553",NA,NA,NA
"11554",NA,NA,NA
"11555",NA,NA,NA
"11556",NA,NA,NA
"11557",NA,NA,NA
"11558",NA,NA,NA
"11559",NA,NA,NA
"11560",NA,NA,NA
"11561",NA,NA,NA
"11564",NA,NA,NA
"11565",NA,NA,NA
"11566",NA,NA,NA
"11567",NA,NA,NA
"11622",NA,NA,NA
"11687",14975,1,1
"11688",16162,1,1
"11689",14384,1,1
"11690",16163,1,1
"11691",14930,1,1
"11692",14931,1,1
"11693",14932,1,1
"11694",11267,1,1
"11695",9091,1,1
"11696",NA,NA,NA
"11697",9092,1,1
"11698",9093,1,1
"11699",NA,NA,NA
"11700",NA,NA,NA
"11701",NA,NA,NA
"11702",NA,NA,NA
"11703",6549,1,1
"11704",6550,1,1
"11705",6551,1,1
"11706",6552,1,1
"11707",2737,1,1
"11708",2654,1,1
"11709",4190,1,1
"11710",2655,1,1
"11711",2656,1,1
"11717",2231,1,1
"11718",2232,1,1
"11721",1604,1,1
"11724",2228,1,1
"11725",1588,1,1
"11726",1790,1,1
"11727",1169,1,1
"11728",17699,1,1
"11729",17698,1,1
"11730",17697,1,1
"11731",17696,1,1
"11732",17695,1,1
"11733",17694,1,1
"11734",14901,1,1
"11735",14902,1,1
"11736",14903,1,1
"11737",14904,1,1
"11738",12460,1,1
"11739",14905,1,1
"11740",10958,1,1
"11741",10959,1,1
"11742",10976,1,1
"11743",10961,1,1
"11744",10977,1,1
"11745",NA,NA,NA
"11746",NA,NA,NA
"11747",8723,1,1
"11748",NA,NA,NA
"11749",8724,1,1
"11750",4906,1,1
"11751",6208,1,1
"11752",NA,NA,NA
"11753",NA,NA,NA
"11754",NA,NA,NA
"11755",NA,NA,NA
"11756",NA,NA,NA
"11757",NA,NA,NA
"11758",1791,1,1
"11764",11148,1,1
"11765",13518,1,1
"11766",11149,1,1
"11767",11150,1,1
"11768",NA,NA,NA
"11769",NA,NA,NA
"11770",NA,NA,NA
"11771",NA,NA,NA
"11772",NA,NA,NA
"11773",6611,1,1
"11774",6612,1,1
"11775",6613,1,1
"11776",6614,1,1
"11777",6615,1,1
"11778",4431,1,1
"11779",4787,1,1
"11780",4432,1,1
"11781",4433,1,1
"11782",4434,1,1
"11783",3736,1,1
"11784",3735,1,1
"11785",3726,1,1
"11789",14978,1,1
"11790",17463,1,1
"11791",11151,1,1
"11792",7238,1,1
"11793",15806,1,1
"11794",NA,NA,NA
"11796",NA,NA,NA
"11798",4439,2,1
"11800",NA,NA,NA
"11801",NA,NA,NA
"11802",NA,NA,NA
"11803",7735,1,1
"11804",5373,1,1
"11805",NA,NA,NA
"11806",4440,1,1
"11807",1822,1,1
"11808",NA,NA,NA
"11809",4439,2,0
"11810",NA,NA,NA
"11812",NA,NA,NA
"11813",3646,1,1
"11814",3647,1,1
"11815",3305,1,1
"11816",3648,1,1
"11817",NA,NA,NA
"11818",2649,1,1
"11819",4127,1,1
"11820",2650,1,1
"11821",2651,1,1
"11822",NA,NA,NA
"11823",NA,NA,NA
"11824",11998,1,1
"11825",11999,1,1
"11826",12000,1,1
"11827",NA,NA,NA
"11828",NA,NA,NA
"11829",3346,2,1
"11830",3346,2,0
"11831",3347,2,1
"11832",3347,2,0
"11833",16093,1,1
"11834",16092,1,1
"11835",14571,1,1
"11836",14572,1,1
"11837",12546,1,1
"11838",NA,NA,NA
"11839",NA,NA,NA
"11840",NA,NA,NA
"11841",1302,1,1
"11842",1324,1,1
"11843",NA,NA,NA
"11844",NA,NA,NA
"11845",NA,NA,NA
"11846",NA,NA,NA
"11847",NA,NA,NA
"11848",13716,1,1
"11849",NA,NA,NA
"11850",NA,NA,NA
"11854",NA,NA,NA
"11855",430,1,1
"11856",NA,NA,NA
"11857",NA,NA,NA
"11862",NA,NA,NA
"11863",1001541,1,1
"11864",1001544,1,1
"11865",1001546,1,1
"11866",NA,NA,NA
"11867",NA,NA,NA
"11868",NA,NA,NA
"11869",1000976,1,1
"11870",1001188,1,1
"11871",1001189,1,1
"11872",1000123,1,1
"11873",1000125,1,1
"11874",1000127,1,1
"11875",1000129,1,1
"11876",1000131,1,1
"11877",1000133,1,1
"11878",1000124,1,1
"11879",1000126,1,1
"11880",1000128,1,1
"11881",1000130,1,1
"11882",1000132,1,1
"11883",1000134,1,1
"11884",NA,NA,NA
"11885",NA,NA,NA
"11886",NA,NA,NA
"11887",NA,NA,NA
"11888",1001769,1,1
"11889",1001768,1,1
"11890",1001731,1,1
"11891",1001767,1,1
"11892",1001770,1,1
"11893",NA,NA,NA
"11894",NA,NA,NA
"11895",NA,NA,NA
"11896",NA,NA,NA
"11897",NA,NA,NA
"11898",NA,NA,NA
"11899",1000181,1,1
"11900",1000176,1,1
"11901",1000177,1,1
"11902",1000178,1,1
"11903",1000179,1,1
"11904",NA,NA,NA
